Location,Price,Photo
"гр. Дебелец, област Велико Търново",94 800 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/586/1j166549338140586_lE.jpg
"гр. Дебелец, област Велико Търново",94 800 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/803/1j167361200692803_S7.jpg
"гр. Дебелец, област Велико Търново",94 900 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/248/1j167162059487248_w1.jpg
"гр. Дебелец, област Велико Търново",99 700 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/730/1j166658987692730_wJ.jpg
"гр. Дебелец, област Велико Търново",99 800 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/891/1j167058383220891_Lp.jpg
"гр. Дебелец, област Велико Търново", 195 700 лв. ,//imotstatic4.focus.bg/imot/photosimotbg/1/381/1j166618504586381_1Z.jpg
"гр. Дебелец, област Велико Търново", 100 100 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/548/1j167033510473548_LR.jpg
"гр. Долна Оряховица, област Велико Търново",11 200 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/997/1j165944386804997_MI.jpg
"гр. Долна Оряховица, област Велико Търново",23 000 лв. ,//imotstatic2.focus.bg/imot/photosimotbg/1/133/1j168300333233133_ge.jpg
"гр. Долна Оряховица, област Велико Търново",12 300 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/357/1j168371778456357_rR.jpg
"гр. Долна Оряховица, област Велико Търново",12 300 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/220/1j166911141931220_Bd.jpg
"гр. Долна Оряховица, област Велико Търново",13 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/103/1j168379082100103_Q9.jpg
"гр. Долна Оряховица, област Велико Търново",26 000 лв. ,//imotstatic1.focus.bg/imot/photosimotbg/1/852/1j166902363371852_uj.jpg
"гр. Долна Оряховица, област Велико Търново",27 000 лв. ,//imotstatic3.focus.bg/imot/photosimotbg/1/649/1j168370531626649_N6.jpg
"гр. Долна Оряховица, област Велико Търново",72 000 лв. ,//cdn3.focus.bg/imot/photosimotbg/1/510/1j166298700740510_Z.jpg
"гр. Долна Оряховица, област Велико Търново",36 900 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/938/1j164492708134938_Iz.jpg
"гр. Долна Оряховица, област Велико Търново",55 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/863/1j167507751887863_vE.jpg
"гр. Долна Оряховица, област Велико Търново", 115 000 лв. ,//imotstatic1.focus.bg/imot/photosimotbg/1/138/1j165875447688138_h7.jpg
"гр. Долна Оряховица, област Велико Търново",69 500 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/494/1j166921108300494_uI.jpg
"гр. Долна Оряховица, област Велико Търново",69 500 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/398/1j168361009550398_iI.jpg
"гр. Долна Оряховица, област Велико Търново",69 500 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/043/1j168310947919043_DX.jpg
"гр. Долна Оряховица, област Велико Търново",69 500 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/287/1j168310729213287_I6.jpg
"гр. Долна Оряховица, област Велико Търново",69 500 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/809/1j167671081638809_g9.jpg
"гр. Долна Оряховица, област Велико Търново",69 500 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/636/1j167024436494636_an.jpg
"гр. Долна Оряховица, област Велико Търново",69 500 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/945/1j166963214239945_Mx.jpg
"гр. Долна Оряховица, област Велико Търново",71 600 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/997/1j167353067542997_GP.jpg
"гр. Долна Оряховица, област Велико Търново",71 600 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/695/1j167293218814695_vQ.jpg
"гр. Долна Оряховица, област Велико Търново",76 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/505/1j166903338234505_D9.jpg
"гр. Долна Оряховица, област Велико Търново",76 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/898/1j166860537249898_ZM.jpg
"гр. Долна Оряховица, област Велико Търново", 103 999 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/171/1j165867258619171_uX.jpg
"гр. Елена, област Велико Търново",7 200 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/202/1j125144946813202_1.pic
"гр. Елена, област Велико Търново",8 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/700/1j161968658036700_rp.jpg
"гр. Елена, област Велико Търново",16 000 лв. ,//imotstatic2.focus.bg/imot/photosimotbg/1/093/1j162385002436093_js.jpg
"гр. Елена, област Велико Търново",16 500 лв. ,//imotstatic2.focus.bg/imot/photosimotbg/1/655/1j123321937401655_7.pic
"гр. Елена, област Велико Търново",17 000 лв. ,//imotstatic1.focus.bg/imot/photosimotbg/1/846/1j167238806848846_ZE.jpg
"гр. Елена, област Велико Търново",11 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/003/1j161468599245003_ph.jpg
"гр. Елена, област Велико Търново",22 000 лв. ,../images/picturess/photo_big.gif
"гр. Елена, област Велико Търново",22 000 лв. ,//imotstatic3.focus.bg/imot/photosimotbg/1/985/1j166558645709985_UG.jpg
"гр. Елена, област Велико Търново",22 000 лв. ,//cdn3.focus.bg/imot/photosimotbg/1/143/1j159774314637143_e0.jpg
"гр. Елена, област Велико Търново",23 000 лв. ,//imotstatic2.focus.bg/imot/photosimotbg/1/173/1j165227285207173_1G.jpg
"гр. Елена, област Велико Търново",12 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/598/1j166573196548598_Zm.jpg
"гр. Елена, област Велико Търново",24 500 лв. ,//cdn3.focus.bg/imot/photosimotbg/1/981/1j157053156947981_BP.pic
"гр. Елена, област Велико Търново",25 000 лв. ,//cdn3.focus.bg/imot/photosimotbg/1/136/1j168188860250136_ao.jpg
"гр. Елена, област Велико Търново",25 000 лв. ,//cdn3.focus.bg/imot/photosimotbg/1/600/1j159168947664600_E3.jpg
"гр. Елена, област Велико Търново",14 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/575/1j168260168787575_me.jpg
"гр. Елена, област Велико Търново",30 000 лв. ,//cdn3.focus.bg/imot/photosimotbg/1/701/1j161779848852701_GR.jpg
"гр. Елена, област Велико Търново",30 000 лв. ,//imotstatic2.focus.bg/imot/photosimotbg/1/153/1j151057320827153_8.pic
"гр. Елена, област Велико Търново",16 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/818/1j150044347301818_3.pic
"гр. Елена, област Велико Търново",16 200 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/613/1j166789331906613_8G.jpg
"гр. Елена, област Велико Търново",33 000 лв. ,//cdn3.focus.bg/imot/photosimotbg/1/558/1j161539143687558_Pn.jpg
"гр. Елена, област Велико Търново",18 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/090/1j166080903854090_pP.jpg
"гр. Елена, област Велико Търново",18 000 EUR ,../images/picturess/photo_big.gif
"гр. Елена, област Велико Търново",35 500 лв. ,//imotstatic1.focus.bg/imot/photosimotbg/1/843/1j166236103364843_Qu.jpg
"гр. Елена, област Велико Търново",19 400 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/878/1j167422664095878_Bk.jpg
"гр. Елена, област Велико Търново",20 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/352/1j127374512378352_1.pic
"гр. Елена, област Велико Търново",20 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/730/1j165158718943730_A0.jpg
"гр. Елена, област Велико Търново",40 000 лв. ,//imotstatic4.focus.bg/imot/photosimotbg/1/180/1j163221421363180_Jt.jpg
"гр. Елена, област Велико Търново",40 000 лв. ,//imotstatic3.focus.bg/imot/photosimotbg/1/918/1j162279209403918_Ca.jpg
"гр. Елена, област Велико Търново",21 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/209/1j166123998457209_X.jpg
"гр. Елена, област Велико Търново",43 000 лв. ,//imotstatic1.focus.bg/imot/photosimotbg/1/441/1j151066615718441_Lv.jpg
"гр. Елена, област Велико Търново",22 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/538/1j164977263718538_M9.jpg
"гр. Елена, област Велико Търново",23 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/636/1j165538193438636_AQ.jpg
"гр. Елена, област Велико Търново",23 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/621/1j166676845128621_4Y.jpg
"гр. Елена, област Велико Търново",24 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/393/1j159741496539393_XX.jpg
"гр. Елена, област Велико Търново",24 500 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/088/1j165718147095088_V.jpg
"гр. Елена, област Велико Търново",25 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/903/1j124358987171903_1.pic
"гр. Елена, област Велико Търново",26 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/282/1j161797443855282_OW.jpg
"гр. Елена, област Велико Търново",26 500 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/748/1j161642918373748_7w.jpg
"гр. Елена, област Велико Търново",52 000 лв. ,//cdn3.focus.bg/imot/photosimotbg/1/795/1j160568675998795_sD.jpg
"гр. Елена, област Велико Търново",52 000 лв. ,//imotstatic4.focus.bg/imot/photosimotbg/1/922/1j165892545206922_sV.jpg
"гр. Елена, област Велико Търново",26 600 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/113/1j163637998335113_VR.jpg
"гр. Елена, област Велико Търново",27 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/824/1j165717672829824_PP.jpg
"гр. Елена, област Велико Търново",55 000 лв. ,//cdn3.focus.bg/imot/photosimotbg/1/568/1j167878229574568_RF.jpg
"гр. Елена, област Велико Търново",28 422 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/527/1j163358586423527_jD.jpg
"гр. Елена, област Велико Търново",29 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/438/1j168207643021438_hp.jpg
"гр. Елена, област Велико Търново",29 900 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/213/1j144264474606213_15.pic
"гр. Елена, област Велико Търново",30 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/147/1j165779420695147_2u.jpg
"гр. Елена, област Велико Търново",30 300 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/053/1j167895914499053_4H.jpg
"гр. Елена, област Велико Търново",31 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/220/1j164483370836220_ND.jpg
"гр. Елена, област Велико Търново",62 000 лв. ,//cdn3.focus.bg/imot/photosimotbg/1/711/1j166505968812711_zr.jpg
"гр. Елена, област Велико Търново",33 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/142/1j145647503232142_5.pic
"гр. Елена, област Велико Търново",33 500 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/680/1j167403370805680_uX.jpg
"гр. Елена, област Велико Търново",33 700 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/613/1j166210363575613_GQ.jpg
"гр. Елена, област Велико Търново",34 500 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/562/1j164320407609562_Fv.jpg
"гр. Елена, област Велико Търново",35 400 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/377/1r164985215502377_x9.jpg
"гр. Елена, област Велико Търново",37 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/904/1j167421406306904_SL.jpg
"гр. Елена, област Велико Търново",38 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/002/1j161157272842002_5Z.jpg
"гр. Елена, област Велико Търново",75 000 лв. ,//imotstatic4.focus.bg/imot/photosimotbg/1/521/1j167818707609521_zw.jpg
"гр. Елена, област Велико Търново",40 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/079/1j168310141167079_yp.jpg
"гр. Елена, област Велико Търново",40 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/375/1j156406724932375_7R.pic
"гр. Елена, област Велико Търново",40 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/275/1j158840104736275_1.pic
"гр. Елена, област Велико Търново",80 000 лв. ,//imotstatic1.focus.bg/imot/photosimotbg/1/445/1j162989257792445_Qg.jpg
"гр. Елена, област Велико Търново",41 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/950/1j167844004435950_7W.jpg
"гр. Елена, област Велико Търново",42 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/292/1j165929617232292_Uf.jpg
"гр. Елена, област Велико Търново",42 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/794/1j166005179380794_fe.jpg
"гр. Елена, област Велико Търново",85 000 лв. ,//imotstatic2.focus.bg/imot/photosimotbg/1/041/1j167899439043041_FP.jpg
"гр. Елена, област Велико Търново",85 000 лв. ,//imotstatic4.focus.bg/imot/photosimotbg/1/692/1j167696767077692_YE.jpg
"гр. Елена, област Велико Търново",44 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/474/1j166929935169474_oJ.jpg
"гр. Елена, област Велико Търново",45 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/098/1j168379435056098_1x.jpg
"гр. Елена, област Велико Търново",46 500 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/248/1j166903447144248_JV.jpg
"гр. Елена, област Велико Търново",47 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/926/1j142416694984926_14.pic
"гр. Елена, област Велико Търново",48 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/955/1j165953654517955_vX.jpg
"гр. Елена, област Велико Търново",48 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/489/1j165950804592489_pM.jpg
"гр. Елена, област Велико Търново",94 900 лв. ,//imotstatic2.focus.bg/imot/photosimotbg/1/211/1j166262405987211_qa.jpg
"гр. Елена, област Велико Търново",50 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/469/1j164854005784469_ga.jpg
"гр. Елена, област Велико Търново",50 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/161/1j167508619937161_TE.jpg
"гр. Елена, област Велико Търново",51 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/803/1j164276479810803_WV.jpg
"гр. Елена, област Велико Търново",51 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/727/1j168025865824727_Ui.jpg
"гр. Елена, област Велико Търново",51 500 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/061/1j167455078017061_N8.jpg
"гр. Елена, област Велико Търново",51 500 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/625/1j167291523067625_rR.jpg
"гр. Елена, област Велико Търново",52 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/006/1j166851927827006_WJ.jpg
"гр. Елена, област Велико Търново",52 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/376/1j164796635246376_Uq.jpg
"гр. Елена, област Велико Търново",53 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/487/1j168251442127487_Zc.jpg
"гр. Елена, област Велико Търново",54 900 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/060/1j168335412332060_6P.jpg
"гр. Елена, област Велико Търново",55 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/523/1j166454666943523_JW.jpg
"гр. Елена, област Велико Търново",55 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/091/1j166815606893091_e0.jpg
"гр. Елена, област Велико Търново", 110 000 лв. ,//imotstatic2.focus.bg/imot/photosimotbg/1/998/1j167983866862998_YW.jpg
"гр. Елена, област Велико Търново",57 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/850/1j158323692680850_NI.jpg
"гр. Елена, област Велико Търново",57 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/166/1j130132768357166_1.pic
"гр. Елена, област Велико Търново",57 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/640/1j165572583310640_9B.jpg
"гр. Елена, област Велико Търново",57 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/856/1j133942163334856_2.pic
"гр. Елена, област Велико Търново", 113 000 лв. ,//imotstatic4.focus.bg/imot/photosimotbg/1/337/1j168430518529337_J5.jpg
"гр. Елена, област Велико Търново",59 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/109/1j160509028910109_rT.jpg
"гр. Елена, област Велико Търново",59 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/003/1j162460941546003_ak.jpg
"гр. Елена, област Велико Търново",61 800 EUR ,../images/picturess/photo_big.gif
"гр. Елена, област Велико Търново",62 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/476/1j166791701778476_2U.jpg
"гр. Елена, област Велико Търново",62 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/351/1j166722185724351_xu.jpg
"гр. Елена, област Велико Търново",62 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/918/1j166807983785918_AV.jpg
"гр. Елена, област Велико Търново",65 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/935/1j168448982015935_9n.jpg
"гр. Елена, област Велико Търново",65 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/392/1j167627996831392_9v.jpg
"гр. Елена, област Велико Търново",65 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/206/1j166548494946206_wT.jpg
"гр. Елена, област Велико Търново",65 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/477/1j166548492491477_rH.jpg
"гр. Елена, област Велико Търново",65 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/624/1j167851962676624_wN.jpg
"гр. Елена, област Велико Търново",65 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/153/1j168258642022153_Fl.jpg
"гр. Елена, област Велико Търново",65 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/260/1j167817385766260_mV.jpg
"гр. Елена, област Велико Търново",68 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/580/1j166262265734580_cB.jpg
"гр. Елена, област Велико Търново", 134 999 лв. ,//imotstatic4.focus.bg/imot/photosimotbg/1/859/1j167404687239859_f6.jpg
"гр. Елена, област Велико Търново", 135 000 лв. ,//cdn3.focus.bg/imot/photosimotbg/1/749/1j167420316811749_CM.jpg
"гр. Елена, област Велико Търново",74 200 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/449/1j167404416745449_Uc.jpg
"гр. Елена, област Велико Търново",75 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/464/1j167534088870464_5L.jpg
"гр. Елена, област Велико Търново",75 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/303/1j156759023643303_ZM.jpg
"гр. Елена, област Велико Търново",77 250 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/161/1j165815059434161_h2.jpg
"гр. Елена, област Велико Търново",79 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/975/1j158754918411975_Kb.jpg
"гр. Елена, област Велико Търново",80 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/565/1j165762498419565_Id.jpg
"гр. Елена, област Велико Търново",83 500 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/084/1j149787910310084_sz.jpg
"гр. Елена, област Велико Търново",83 500 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/573/1j147066308785573_2.pic
"гр. Елена, област Велико Търново",83 500 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/171/1j159256238257171_F4.jpg
"гр. Елена, област Велико Търново",83 500 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/449/1j149933146991449_2.pic
"гр. Елена, област Велико Търново",85 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/888/1j166436743694888_Wa.jpg
"гр. Елена, област Велико Търново",87 500 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/688/1j166548692046688_IB.jpg
"гр. Елена, област Велико Търново",88 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/885/1j164985401663885_yU.jpg
"гр. Елена, област Велико Търново",90 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/145/1j167827719409145_Ml.jpg
"гр. Елена, област Велико Търново",90 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/911/1j166427420287911_R6.jpg
"гр. Елена, област Велико Търново",91 500 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/959/1j165661849635959_oR.jpg
"гр. Елена, област Велико Търново",92 999 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/382/1j161486837273382_Fp.jpg
"гр. Елена, област Велико Търново",93 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/452/1j165709858018452_eY.jpg
"гр. Елена, област Велико Търново",94 300 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/479/1j165719291039479_CX.jpg
"гр. Елена, област Велико Търново",95 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/559/1j163905795735559_yA.jpg
"гр. Елена, област Велико Търново",95 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/879/1j167325621485879_yV.jpg
"гр. Елена, област Велико Търново",99 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/954/1j166806685049954_ES.jpg
"гр. Елена, област Велико Търново",99 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/775/1j157528852866775_D7.pic
"гр. Елена, област Велико Търново", 100 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/531/1j165364958379531_fl.jpg
"гр. Елена, област Велико Търново", 100 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/175/1j151055795164175_3.pic
"гр. Елена, област Велико Търново", 102 999 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/128/1j166877347815128_De.jpg
"гр. Елена, област Велико Търново", 103 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/483/1j166419740970483_k6.jpg
"гр. Елена, област Велико Търново", 103 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/111/1j167221946397111_8b.jpg
"гр. Елена, област Велико Търново", 104 500 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/421/1j167931181713421_PC.jpg
"гр. Елена, област Велико Търново", 205 000 лв. ,//imotstatic1.focus.bg/imot/photosimotbg/1/233/1j163231516410233_iU.jpg
"гр. Елена, област Велико Търново", 104 900 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/752/1j167769878902752_Ck.jpg
"гр. Елена, област Велико Търново", 105 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/303/1j164262637494303_n5.jpg
"гр. Елена, област Велико Търново", 105 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/435/1j165210575678435_m1.jpg
"гр. Елена, област Велико Търново", 105 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/869/1j168250666335869_Q1.jpg
"гр. Елена, област Велико Търново", 105 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/187/1j167767444357187_Yi.jpg
"гр. Елена, област Велико Търново", 105 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/724/1j166601898602724_eu.jpg
"гр. Елена, област Велико Търново", 105 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/945/1j165166698317945_1M.jpg
"гр. Елена, област Велико Търново", 105 300 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/907/1j152266810609907_4.pic
"гр. Елена, област Велико Търново", 206 000 лв. ,//imotstatic4.focus.bg/imot/photosimotbg/1/520/1j167085924598520_Mv.jpg
"гр. Елена, област Велико Търново", 108 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/266/1j154944409561266_To.pic
"гр. Елена, област Велико Търново", 230 000 лв. ,//imotstatic4.focus.bg/imot/photosimotbg/1/440/1j164914746922440_G0.jpg
"гр. Елена, област Велико Търново", 118 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/838/1j160578694130838_hU.jpg
"гр. Елена, област Велико Търново", 118 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/568/1j154889293485568_1k.jpg
"гр. Елена, област Велико Търново", 120 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/637/1j167300885732637_lA.jpg
"гр. Елена, област Велико Търново", 120 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/717/1j165606775422717_5k.png
"гр. Елена, област Велико Търново", 120 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/639/1j165597315159639_xr.jpg
"гр. Елена, област Велико Търново", 120 000 EUR ,//imotstatic4.focus.bg/imot/photosimotbg/1/334/1j167336418436334_6W.jpg
"гр. Елена, област Велико Търново", 120 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/486/1j164871193987486_ZJ.jpg
"гр. Елена, област Велико Търново", 125 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/938/1j165581220451938_No.jpg
"гр. Елена, област Велико Търново", 130 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/423/1j165588756788423_6S.jpg
"гр. Елена, област Велико Търново", 130 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/919/1j167361088810919_p9.jpg
"гр. Елена, област Велико Търново", 130 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/529/1j153970003842529_16.pic
"гр. Елена, област Велико Търново", 130 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/144/1j165944220140144_4d.jpg
"гр. Елена, област Велико Търново", 130 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/012/1j161890922643012_ha.jpg
"гр. Елена, област Велико Търново", 135 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/837/1j168087493757837_1X.jpg
"гр. Елена, област Велико Търново", 135 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/273/1j168258631291273_y6.jpg
"гр. Елена, област Велико Търново", 135 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/408/1j165597546144408_mT.jpg
"гр. Елена, област Велико Търново", 150 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/709/1j156889902738709_qw.pic
"гр. Елена, област Велико Търново", 150 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/176/1j166262910869176_ML.jpg
"гр. Елена, област Велико Търново", 155 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/684/1j167759762393684_OY.jpg
"гр. Елена, област Велико Търново", 160 000 EUR ,//imotstatic2.focus.bg/imot/photosimotbg/1/139/1j167508807490139_oz.jpg
"гр. Елена, област Велико Търново", 313 000 лв. ,//imotstatic4.focus.bg/imot/photosimotbg/1/551/1j166298324859551_cv.jpg
"гр. Елена, област Велико Търново", 178 500 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/525/1j163290240634525_18.jpg
"гр. Елена, област Велико Търново", 179 000 EUR ,//imotstatic1.focus.bg/imot/photosimotbg/1/137/1j168392205705137_Jm.jpg
"гр. Елена, област Велико Търново", 360 000 лв. ,//cdn3.focus.bg/imot/photosimotbg/1/548/1j161538887276548_83.jpg
"гр. Елена, област Велико Търново", 195 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/608/1j166429087927608_4B.jpg
"гр. Елена, област Велико Търново", 250 000 EUR ,//cdn3.focus.bg/imot/photosimotbg/1/856/1j162678449894856_73.jpg
"гр. Елена, област Велико Търново", 259 000 EUR ,//imotstatic3.focus.bg/imot/photosimotbg/1/280/1j167714186684280_Ab.jpg
